investor_id,age_group,city_tier,risk_appetite,investment_cr,tenure_years,channel,gender
4483,36-45,Tier 3,Moderate,0.1305,2.5,Online,M
4484,18-25,Tier 2,Aggressive,0.2937,1.5,Distributor,F
4485,18-25,Tier 1,Aggressive,0.0759,4.1,Bank,F
4486,55+,Tier 2,Moderate,0.2998,0.2,Direct,F
4487,26-35,Tier 1,Moderate,1.0653,8.6,Direct,M
4488,46-55,Tier 3,Conservative,0.0197,2.5,Direct,F
4489,55+,Tier 1,Moderate,0.4907,1.3,Direct,M
4490,26-35,Tier 1,Moderate,0.0413,2.2,Online,F
4491,55+,Tier 2,Aggressive,0.8911,1.0,Distributor,M
4492,26-35,Tier 2,Aggressive,0.291,1.1,Direct,M
4493,55+,Tier 1,Moderate,0.6114,0.7,Direct,M
4494,36-45,Tier 1,Aggressive,0.1213,0.0,Bank,F
4495,18-25,Tier 3,Aggressive,0.1743,2.7,Distributor,F
4496,26-35,Tier 3,Conservative,0.4338,1.2,Bank,F
4497,55+,Tier 1,Moderate,0.5691,4.9,Bank,F
4498,18-25,Tier 2,Moderate,0.0127,1.8,Bank,M
4499,26-35,Tier 1,Moderate,0.6419,12.5,Direct,F
4500,18-25,Tier 1,Conservative,0.1188,2.3,Bank,M
4501,55+,Tier 3,Conservative,0.5269,4.4,Direct,F
4502,55+,Tier 1,Conservative,0.2291,5.3,Distributor,F
4503,55+,Tier 3,Aggressive,0.6356,3.5,Online,M
4504,46-55,Tier 3,Aggressive,0.3676,0.9,Online,M
4505,46-55,Tier 3,Moderate,0.0128,4.5,Direct,M
4506,18-25,Tier 1,Aggressive,0.4516,0.1,Bank,M
4507,36-45,Tier 1,Conservative,3.0486,1.9,Bank,F
4508,26-35,Tier 2,Moderate,0.4275,1.1,Distributor,M
4509,46-55,Tier 1,Conservative,0.274,4.0,Bank,M
4510,55+,Tier 1,Conservative,0.2724,2.6,Distributor,M
4511,46-55,Tier 1,Conservative,0.0594,4.8,Direct,M
4512,36-45,Tier 1,Moderate,0.0563,4.6,Direct,F
4513,46-55,Tier 1,Conservative,0.7333,2.7,Online,M
4514,26-35,Tier 1,Conservative,0.0266,2.8,Direct,F
4515,36-45,Tier 2,Conservative,0.1109,0.3,Bank,M
4516,36-45,Tier 1,Moderate,0.0994,0.1,Direct,M
4517,55+,Tier 1,Aggressive,0.1414,1.6,Distributor,M
4518,18-25,Tier 1,Conservative,0.0797,0.3,Online,F
4519,36-45,Tier 1,Aggressive,0.8963,7.0,Bank,F
4520,26-35,Tier 3,Moderate,0.0179,2.0,Direct,M
4521,18-25,Tier 1,Conservative,0.5636,1.4,Direct,F
4522,36-45,Tier 1,Aggressive,0.7218,3.4,Direct,M
4523,26-35,Tier 1,Moderate,0.1663,0.8,Online,F
4524,18-25,Tier 2,Aggressive,0.4056,1.6,Bank,F
4525,18-25,Tier 2,Moderate,0.6127,2.7,Bank,M
4526,18-25,Tier 2,Aggressive,0.2539,0.6,Direct,M
4527,18-25,Tier 2,Conservative,1.163,6.2,Online,M
4528,46-55,Tier 2,Conservative,0.5025,1.7,Bank,F
4529,46-55,Tier 3,Aggressive,1.1245,2.1,Direct,M
4530,36-45,Tier 1,Moderate,0.3662,2.4,Direct,M
4531,18-25,Tier 2,Moderate,0.624,3.2,Distributor,F
4532,46-55,Tier 3,Moderate,0.4525,2.5,Direct,M
4533,36-45,Tier 2,Moderate,1.0524,1.9,Online,M
4534,18-25,Tier 1,Moderate,0.0552,0.6,Online,M
4535,26-35,Tier 2,Conservative,0.1349,1.7,Online,F
4536,36-45,Tier 1,Aggressive,0.2692,2.1,Online,F
4537,36-45,Tier 1,Aggressive,0.0532,2.2,Bank,F
4538,46-55,Tier 1,Moderate,0.1642,0.1,Online,F
4539,26-35,Tier 1,Moderate,1.0237,0.5,Bank,F
4540,55+,Tier 3,Conservative,0.148,5.1,Distributor,M
4541,55+,Tier 1,Aggressive,0.132,4.9,Online,F
4542,18-25,Tier 3,Aggressive,0.2538,5.3,Online,M
4543,55+,Tier 2,Moderate,1.2781,0.6,Direct,F
4544,36-45,Tier 2,Moderate,1.4524,1.1,Online,F
4545,36-45,Tier 3,Aggressive,0.1128,0.6,Direct,M
4546,18-25,Tier 1,Aggressive,0.1662,1.2,Bank,F
4547,55+,Tier 1,Moderate,0.0021,3.2,Online,M
4548,46-55,Tier 2,Moderate,0.0526,0.2,Online,M
4549,18-25,Tier 3,Conservative,0.6318,0.8,Distributor,F
4550,18-25,Tier 2,Moderate,0.9529,2.7,Distributor,M
4551,55+,Tier 2,Conservative,0.3669,1.1,Direct,F
4552,46-55,Tier 3,Moderate,0.2866,0.8,Direct,M
4553,26-35,Tier 1,Aggressive,0.3718,1.7,Direct,None
4554,18-25,Tier 3,Conservative,2.0318,4.4,Online,M
4555,26-35,Tier 1,Moderate,0.795,1.7,Online,M
4556,55+,Tier 1,Aggressive,0.5387,3.2,Bank,F
4557,26-35,Tier 1,Aggressive,0.0148,10.0,Online,F
4558,26-35,Tier 1,Aggressive,0.4083,0.5,Bank,F
4559,46-55,Tier 1,Aggressive,0.7025,2.2,Bank,M
4560,46-55,Tier 3,Conservative,0.7091,4.2,Online,M
4561,46-55,Tier 2,Conservative,0.0264,0.2,Distributor,F
4562,55+,Tier 2,Conservative,0.0018,9.2,Distributor,F
4563,18-25,Tier 1,Moderate,0.1966,0.4,Bank,F
4564,36-45,Tier 2,Conservative,0.5626,0.6,Distributor,M
4565,26-35,Tier 2,Aggressive,0.7862,1.1,Bank,F
4566,46-55,Tier 1,Conservative,0.504,1.9,Distributor,F
4567,18-25,Tier 2,Moderate,0.2737,2.3,Online,F
4568,36-45,Tier 3,Moderate,0.2948,8.4,Bank,F
4569,55+,Tier 1,Moderate,0.3587,1.2,Distributor,None
4570,26-35,Tier 1,Conservative,0.2637,3.5,Bank,M
4571,55+,Tier 1,Moderate,0.3029,3.3,Direct,F
4572,46-55,Tier 3,Moderate,0.3372,4.8,Distributor,F
4573,46-55,Tier 2,Moderate,0.7211,1.0,Distributor,M
4574,55+,Tier 2,Moderate,0.7842,2.9,Bank,M
4575,46-55,Tier 1,Aggressive,0.3066,7.6,Bank,None
4576,18-25,Tier 1,Conservative,0.157,0.4,Distributor,None
4577,26-35,Tier 1,Moderate,0.431,0.2,Bank,M
4578,55+,Tier 2,Moderate,1.112,0.5,Bank,M
4579,26-35,Tier 1,Moderate,0.1068,3.1,Distributor,M
4580,46-55,Tier 2,Moderate,0.2625,0.5,Distributor,M
4581,26-35,Tier 1,Moderate,0.7355,1.1,Online,M
4582,26-35,Tier 1,Aggressive,0.3211,0.8,Bank,M
4583,18-25,Tier 1,Moderate,1.685,0.2,Bank,M
4584,26-35,Tier 2,Moderate,0.0481,2.5,Online,M
4585,46-55,Tier 3,Moderate,0.819,1.0,Bank,F
4586,55+,Tier 1,Aggressive,1.3239,2.0,Distributor,M
4587,36-45,Tier 3,Moderate,1.1991,0.2,Online,M
4588,55+,Tier 1,Conservative,1.15,1.9,Bank,M
4589,46-55,Tier 1,Aggressive,0.1048,3.8,Distributor,M
4590,46-55,Tier 2,Moderate,0.5745,0.5,Bank,M
4591,18-25,Tier 1,Aggressive,0.516,4.2,Bank,F
4592,55+,Tier 1,Conservative,0.5562,6.9,Online,M
4593,46-55,Tier 1,Conservative,0.6573,0.0,Direct,F
4594,18-25,Tier 3,Moderate,0.5538,2.3,Direct,M
4595,46-55,Tier 1,Aggressive,1.028,5.8,Direct,M
4596,18-25,Tier 3,Aggressive,0.7185,0.2,Distributor,F
4597,36-45,Tier 3,Aggressive,0.9034,4.0,Distributor,M
4598,26-35,Tier 2,Aggressive,0.2293,0.7,Online,M
4599,36-45,Tier 1,Conservative,0.63,5.7,Distributor,F
4600,18-25,Tier 3,Aggressive,0.0167,4.3,Online,F
4601,36-45,Tier 1,Conservative,0.0708,5.3,Bank,F
4602,36-45,Tier 3,Moderate,0.5652,0.2,Online,M
4603,36-45,Tier 3,Conservative,0.0871,5.8,Distributor,F
4604,26-35,Tier 1,Conservative,1.4537,0.4,Direct,F
4605,18-25,Tier 2,Aggressive,0.148,4.3,Bank,F
4606,55+,Tier 1,Aggressive,0.0907,1.7,Bank,F
4607,36-45,Tier 1,Aggressive,0.2269,0.7,Distributor,M
4608,18-25,Tier 1,Conservative,0.2848,1.7,Distributor,F
4609,36-45,Tier 1,Moderate,0.3169,4.2,Distributor,M
4610,36-45,Tier 1,Moderate,0.2213,4.9,Direct,M
4611,26-35,Tier 3,Conservative,2.0319,6.7,Bank,M
4612,55+,Tier 2,Aggressive,1.2857,2.9,Bank,M
4613,46-55,Tier 1,Aggressive,0.0582,0.3,Online,M
4614,26-35,Tier 3,Aggressive,0.2412,2.7,Bank,F
4615,26-35,Tier 3,Conservative,0.6587,0.6,Online,M
4616,36-45,Tier 1,Aggressive,0.0764,2.0,Distributor,M
4617,55+,Tier 3,Moderate,0.2246,0.3,Direct,F
4618,36-45,Tier 3,Moderate,0.3601,7.3,Bank,M
4619,26-35,Tier 1,Conservative,0.9134,3.1,Direct,M
4620,26-35,Tier 1,Aggressive,0.2235,0.6,Direct,M
4621,26-35,Tier 2,Conservative,0.1615,4.1,Direct,M
4622,46-55,Tier 1,Moderate,1.0657,0.1,Bank,M
4623,26-35,Tier 2,Conservative,0.6496,12.3,Distributor,M
4624,26-35,Tier 1,Conservative,0.4067,1.3,Online,M
4625,18-25,Tier 3,Moderate,1.4357,4.6,Bank,M
4626,55+,Tier 1,Moderate,0.6155,0.8,Direct,F
4627,46-55,Tier 2,Moderate,0.9978,5.9,Online,None
4628,36-45,Tier 2,Aggressive,0.4955,4.3,Online,M
4629,18-25,Tier 1,Conservative,0.225,0.2,Distributor,M
4630,26-35,Tier 1,Conservative,0.0548,5.9,Online,M
4631,55+,Tier 3,Moderate,0.2736,5.6,Distributor,M
4632,18-25,Tier 3,Aggressive,0.1578,0.7,Distributor,M
4633,55+,Tier 1,Conservative,0.0744,2.1,Bank,M
4634,46-55,Tier 1,Conservative,0.2486,0.5,Distributor,F
4635,55+,Tier 2,Conservative,0.0986,1.9,Direct,F
4636,36-45,Tier 2,Conservative,0.8228,0.3,Distributor,F
4637,26-35,Tier 1,Aggressive,0.3556,2.9,Direct,F
4638,18-25,Tier 2,Moderate,0.6271,0.6,Direct,M
4639,26-35,Tier 1,Moderate,0.3599,1.1,Bank,M
4640,46-55,Tier 1,Aggressive,0.1005,2.1,Distributor,M
4641,46-55,Tier 1,Conservative,0.1542,8.9,Distributor,F
4642,46-55,Tier 1,Moderate,0.8115,1.3,Direct,M
4643,36-45,Tier 2,Moderate,0.0131,1.0,Online,F
4644,46-55,Tier 1,Moderate,0.1812,0.4,Bank,F
4645,46-55,Tier 2,Moderate,0.1814,0.9,Distributor,M
4646,26-35,Tier 1,Moderate,0.1611,9.3,Bank,M
4647,55+,Tier 1,Aggressive,0.2096,8.9,Distributor,F
4648,46-55,Tier 2,Conservative,0.0103,3.6,Bank,F
4649,55+,Tier 1,Conservative,0.2585,2.0,Bank,M
4650,26-35,Tier 1,Moderate,0.1616,6.0,Distributor,M
4651,36-45,Tier 1,Aggressive,0.2469,2.6,Distributor,M
4652,36-45,Tier 1,Moderate,1.2137,1.4,Direct,M
4653,46-55,Tier 2,Conservative,0.6771,0.2,Online,F
4654,55+,Tier 3,Conservative,0.205,3.2,Direct,M
4655,26-35,Tier 1,Moderate,0.2189,4.6,Bank,F
4656,55+,Tier 1,Conservative,0.7343,1.0,Distributor,M
4657,26-35,Tier 2,Aggressive,0.5106,3.5,Online,M
4658,55+,Tier 1,Moderate,1.8169,3.7,Online,F
4659,55+,Tier 2,Aggressive,1.2353,1.2,Online,F
4660,46-55,Tier 1,Conservative,0.3475,0.3,Online,M
4661,55+,Tier 1,Aggressive,0.3031,2.1,Online,F
4662,18-25,Tier 1,Aggressive,0.2727,4.3,Direct,F
4663,18-25,Tier 1,Conservative,0.4996,1.4,Online,F
4664,46-55,Tier 3,Conservative,0.7224,1.1,Direct,F
4665,46-55,Tier 1,Aggressive,0.1832,3.9,Distributor,F
4666,46-55,Tier 3,Aggressive,0.0936,2.9,Direct,M
4667,46-55,Tier 1,Conservative,0.4169,1.1,Direct,F
4668,55+,Tier 2,Conservative,0.7469,0.1,Direct,M
4669,36-45,Tier 3,Moderate,0.334,3.8,Direct,M
4670,18-25,Tier 1,Aggressive,0.4203,2.2,Bank,M
4671,18-25,Tier 1,Conservative,0.9911,0.4,Direct,M
4672,55+,Tier 2,Aggressive,0.5699,0.1,Online,F
4673,55+,Tier 1,Conservative,0.3522,3.0,Direct,F
4674,26-35,Tier 2,Conservative,0.0884,8.2,Distributor,F
4675,18-25,Tier 1,Aggressive,3.4764,6.6,Bank,F
4676,26-35,Tier 1,Aggressive,1.5235,1.6,Distributor,F
4677,18-25,Tier 1,Conservative,0.2065,1.5,Distributor,M
4678,18-25,Tier 1,Moderate,1.7394,1.8,Bank,M
4679,46-55,Tier 2,Conservative,0.0345,3.6,Online,M
4680,46-55,Tier 2,Moderate,0.0679,1.2,Online,M
4681,18-25,Tier 2,Conservative,0.557,3.1,Direct,M
4682,55+,Tier 1,Aggressive,0.462,0.3,Online,M
4683,55+,Tier 1,Moderate,0.0404,1.9,Distributor,M
4684,55+,Tier 2,Aggressive,0.1726,0.8,Direct,M
4685,46-55,Tier 2,Aggressive,0.1882,0.1,Bank,M
4686,26-35,Tier 1,Moderate,1.0862,0.5,Direct,F
4687,26-35,Tier 1,Moderate,0.6419,1.8,Bank,M
4688,46-55,Tier 3,Moderate,0.4651,8.1,Online,M
4689,46-55,Tier 3,Moderate,0.8998,1.9,Bank,None
4690,46-55,Tier 2,Conservative,0.1135,2.2,Online,M
4691,36-45,Tier 1,Conservative,0.3316,1.4,Bank,F
4692,26-35,Tier 2,Moderate,0.3394,1.9,Bank,F
4693,36-45,Tier 1,Moderate,0.1254,3.0,Online,M
4694,36-45,Tier 2,Aggressive,0.5714,3.7,Online,F
4695,46-55,Tier 2,Moderate,0.193,1.7,Distributor,F
4696,46-55,Tier 3,Aggressive,0.4247,1.3,Distributor,M
4697,36-45,Tier 1,Conservative,1.6795,7.0,Direct,F
4698,26-35,Tier 2,Conservative,0.6026,3.0,Direct,M
4699,26-35,Tier 2,Aggressive,0.4896,1.7,Online,F
4700,18-25,Tier 1,Conservative,1.2918,1.5,Bank,F
4701,18-25,Tier 3,Moderate,0.0737,6.6,Bank,F
4702,18-25,Tier 2,Aggressive,0.0856,0.8,Bank,M
4703,26-35,Tier 2,Moderate,0.0805,3.4,Direct,F
4704,36-45,Tier 1,Moderate,0.4574,7.4,Distributor,M
4705,36-45,Tier 3,Aggressive,0.6427,1.8,Direct,M
4706,36-45,Tier 3,Moderate,0.2713,0.2,Bank,M
4707,26-35,Tier 3,Aggressive,0.2198,1.7,Distributor,M
4708,26-35,Tier 2,Moderate,0.1918,1.7,Distributor,M
4709,18-25,Tier 1,Aggressive,0.0564,0.2,Direct,M
4710,26-35,Tier 1,Moderate,0.7945,1.9,Direct,M
4711,18-25,Tier 3,Aggressive,1.0612,2.1,Bank,F
4712,55+,Tier 3,Moderate,0.1361,11.8,Online,F
4713,55+,Tier 3,Moderate,0.0596,0.2,Distributor,M
4714,26-35,Tier 1,Aggressive,0.1103,2.8,Direct,None
4715,46-55,Tier 1,Conservative,0.2741,4.6,Direct,M
4716,18-25,Tier 1,Aggressive,0.3377,1.9,Distributor,M
4717,46-55,Tier 1,Conservative,0.1041,0.9,Direct,F
4718,55+,Tier 1,Aggressive,0.5741,3.1,Bank,F
4719,36-45,Tier 1,Aggressive,0.052,9.1,Bank,F
4720,18-25,Tier 3,Conservative,0.6471,3.1,Online,M
4721,18-25,Tier 3,Conservative,0.0967,5.5,Direct,M
4722,18-25,Tier 1,Conservative,0.1769,4.3,Distributor,M
4723,46-55,Tier 1,Moderate,0.0662,2.0,Direct,F
4724,46-55,Tier 2,Moderate,0.044,4.2,Distributor,F
4725,26-35,Tier 1,Conservative,0.5456,3.0,Direct,M
4726,26-35,Tier 2,Conservative,0.5382,9.4,Direct,M
4727,26-35,Tier 1,Moderate,0.0213,0.2,Online,F
4728,55+,Tier 3,Aggressive,0.6075,0.3,Distributor,M
4729,46-55,Tier 1,Aggressive,0.1249,0.1,Distributor,F
4730,26-35,Tier 1,Aggressive,0.1137,2.1,Bank,M
4731,26-35,Tier 3,Moderate,0.3709,2.9,Distributor,M
4732,55+,Tier 1,Aggressive,0.3618,2.5,Distributor,M
4733,55+,Tier 3,Conservative,1.6918,2.4,Online,M
4734,46-55,Tier 1,Conservative,0.0856,2.0,Online,M
4735,46-55,Tier 3,Aggressive,0.4706,0.3,Online,M
4736,36-45,Tier 3,Conservative,0.2729,2.8,Direct,F
4737,18-25,Tier 2,Conservative,0.2353,6.7,Direct,M
4738,36-45,Tier 2,Aggressive,0.3671,0.4,Online,M
4739,26-35,Tier 2,Conservative,1.8109,1.3,Direct,M
4740,55+,Tier 1,Moderate,0.1769,5.7,Online,M
4741,36-45,Tier 3,Conservative,0.0902,1.7,Direct,M
4742,55+,Tier 1,Moderate,0.1883,2.4,Direct,F
4743,46-55,Tier 1,Conservative,0.6283,2.9,Online,M
4744,26-35,Tier 1,Aggressive,1.3426,4.7,Distributor,M
4745,55+,Tier 2,Conservative,0.3636,2.6,Distributor,F
4746,18-25,Tier 1,Moderate,0.0166,5.6,Direct,M
4747,55+,Tier 3,Aggressive,0.1822,3.4,Direct,M
4748,26-35,Tier 1,Aggressive,0.5044,0.8,Distributor,None
4749,18-25,Tier 1,Aggressive,0.815,0.8,Direct,M
4750,26-35,Tier 2,Conservative,0.994,0.9,Distributor,F
4751,46-55,Tier 3,Aggressive,0.389,3.3,Bank,M
4752,18-25,Tier 3,Moderate,0.0701,0.9,Online,M
4753,46-55,Tier 1,Aggressive,0.1165,5.2,Distributor,F
4754,18-25,Tier 1,Moderate,0.8529,1.5,Direct,M
4755,46-55,Tier 3,Moderate,0.1217,5.1,Direct,M
4756,46-55,Tier 1,Moderate,0.0329,5.9,Direct,F
4757,26-35,Tier 3,Conservative,0.2605,1.2,Direct,M
4758,36-45,Tier 1,Aggressive,1.2888,2.5,Bank,F
4759,36-45,Tier 1,Moderate,0.0036,0.4,Bank,M
4760,46-55,Tier 3,Conservative,0.0844,7.1,Direct,F
4761,55+,Tier 1,Conservative,0.0061,1.7,Bank,F
4762,26-35,Tier 1,Moderate,0.1961,2.2,Distributor,M
4763,36-45,Tier 3,Moderate,0.4117,2.9,Distributor,M
4764,55+,Tier 3,Conservative,1.0875,6.9,Bank,M
4765,46-55,Tier 2,Aggressive,2.2755,2.7,Online,F
4766,26-35,Tier 2,Moderate,0.1048,1.6,Online,M
4767,36-45,Tier 3,Aggressive,0.4802,4.4,Direct,M
4768,46-55,Tier 2,Conservative,0.8213,2.7,Bank,M
4769,55+,Tier 1,Aggressive,0.1841,0.6,Distributor,M
4770,36-45,Tier 1,Conservative,0.4584,4.8,Online,M
4771,18-25,Tier 2,Conservative,0.2482,7.1,Online,M
4772,36-45,Tier 1,Moderate,1.0427,1.1,Direct,F
4773,55+,Tier 1,Moderate,0.1415,2.8,Bank,F
4774,18-25,Tier 1,Moderate,0.0346,1.6,Online,F
4775,36-45,Tier 1,Moderate,0.5857,1.8,Online,F
4776,18-25,Tier 2,Moderate,0.1369,6.5,Bank,F
4777,46-55,Tier 1,Moderate,0.1953,0.4,Distributor,M
4778,26-35,Tier 1,Moderate,0.0047,5.9,Online,F
4779,26-35,Tier 2,Moderate,0.0428,1.5,Direct,M
4780,55+,Tier 1,Moderate,0.051,1.5,Direct,M
4781,36-45,Tier 3,Moderate,0.2295,6.7,Direct,M
4782,26-35,Tier 1,Conservative,0.285,2.0,Distributor,M
4783,46-55,Tier 3,Conservative,0.062,11.1,Distributor,M
4784,26-35,Tier 2,Moderate,0.5952,3.6,Direct,M
4785,36-45,Tier 3,Moderate,0.1018,0.2,Direct,F
4786,36-45,Tier 1,Moderate,0.2431,3.3,Direct,F
4787,36-45,Tier 3,Aggressive,0.8469,0.9,Online,M
4788,46-55,Tier 1,Aggressive,0.5122,5.3,Distributor,M
4789,46-55,Tier 1,Aggressive,0.0219,2.8,Bank,F
4790,36-45,Tier 1,Conservative,0.8532,1.0,Distributor,F
4791,26-35,Tier 2,Moderate,0.6079,1.5,Bank,M
4792,18-25,Tier 2,Conservative,0.9739,0.2,Direct,M
4793,18-25,Tier 1,Conservative,2.6081,1.2,Direct,M
4794,26-35,Tier 1,Moderate,0.1143,2.7,Distributor,M
4795,18-25,Tier 1,Aggressive,0.0012,7.0,Bank,M
4796,46-55,Tier 1,Moderate,0.2355,0.4,Bank,M
4797,46-55,Tier 1,Aggressive,0.395,18.3,Online,M
4798,26-35,Tier 3,Moderate,0.0734,1.6,Bank,M
4799,26-35,Tier 1,Moderate,0.2276,3.2,Direct,M
4800,46-55,Tier 1,Conservative,1.8908,0.5,Direct,M
4801,18-25,Tier 2,Conservative,0.0633,1.3,Distributor,F
4802,46-55,Tier 1,Aggressive,0.1082,5.2,Bank,M
4803,26-35,Tier 1,Conservative,0.7,0.3,Online,M
4804,26-35,Tier 1,Conservative,0.3389,0.9,Bank,F
4805,36-45,Tier 2,Conservative,0.9863,0.7,Distributor,F
4806,26-35,Tier 3,Conservative,0.5271,2.7,Direct,M
4807,55+,Tier 1,Conservative,0.0857,7.8,Distributor,M
4808,36-45,Tier 1,Conservative,0.4253,2.0,Online,M
4809,36-45,Tier 1,Conservative,0.5958,0.9,Bank,M
4810,18-25,Tier 2,Conservative,0.333,0.1,Distributor,F
4811,55+,Tier 1,Conservative,0.1307,1.2,Bank,M
4812,36-45,Tier 2,Moderate,0.4319,8.1,Online,F
4813,36-45,Tier 1,Aggressive,1.8153,3.4,Distributor,M
4814,36-45,Tier 2,Aggressive,1.1144,0.3,Distributor,F
4815,36-45,Tier 1,Conservative,0.2072,0.5,Online,F
4816,36-45,Tier 2,Conservative,0.0582,3.7,Distributor,F
4817,26-35,Tier 2,Aggressive,1.5456,4.6,Direct,M
4818,36-45,Tier 1,Moderate,0.0144,0.4,Bank,F
4819,26-35,Tier 1,Aggressive,0.1079,5.6,Direct,M
4820,55+,Tier 2,Moderate,0.3698,3.4,Bank,M
4821,26-35,Tier 3,Conservative,0.8286,0.1,Online,M
4822,46-55,Tier 2,Moderate,0.8673,2.7,Direct,M
4823,26-35,Tier 1,Conservative,1.3046,3.1,Bank,F
4824,46-55,Tier 2,Moderate,0.7033,0.4,Bank,F
4825,55+,Tier 2,Moderate,0.0134,0.2,Bank,F
4826,55+,Tier 3,Conservative,0.4867,1.4,Direct,F
4827,55+,Tier 1,Moderate,0.5843,0.8,Distributor,M
4828,46-55,Tier 1,Conservative,0.348,2.8,Distributor,F
4829,18-25,Tier 2,Moderate,1.2833,1.3,Bank,M
4830,26-35,Tier 2,Conservative,0.5743,2.8,Online,M
4831,18-25,Tier 2,Aggressive,0.0148,4.1,Online,F
4832,55+,Tier 1,Moderate,0.3969,4.0,Direct,M
4833,46-55,Tier 2,Conservative,0.812,5.5,Direct,F
4834,18-25,Tier 2,Conservative,1.4153,1.3,Online,F
4835,55+,Tier 3,Conservative,0.2071,2.6,Online,F
4836,18-25,Tier 1,Aggressive,0.1466,5.5,Bank,F
4837,46-55,Tier 2,Moderate,0.8176,0.7,Online,M
4838,36-45,Tier 1,Moderate,0.6778,1.3,Online,F
4839,36-45,Tier 2,Aggressive,0.0819,0.0,Bank,F
4840,26-35,Tier 1,Aggressive,0.007,6.8,Distributor,M
4841,55+,Tier 2,Conservative,0.2204,0.3,Direct,M
4842,55+,Tier 2,Moderate,0.059,5.8,Online,F
4843,26-35,Tier 3,Conservative,0.6367,5.0,Distributor,F
4844,18-25,Tier 2,Conservative,0.1975,4.8,Direct,F
4845,55+,Tier 3,Conservative,0.035,2.1,Online,F
4846,55+,Tier 2,Aggressive,0.1826,4.8,Distributor,M
4847,26-35,Tier 2,Conservative,0.0405,0.9,Direct,F
4848,36-45,Tier 1,Aggressive,0.2787,0.7,Online,M
4849,46-55,Tier 1,Moderate,0.0585,0.3,Direct,F
4850,26-35,Tier 1,Aggressive,0.1267,2.8,Bank,M
4851,18-25,Tier 2,Aggressive,0.184,3.9,Bank,M
4852,26-35,Tier 2,Conservative,1.4662,1.1,Online,F
4853,55+,Tier 2,Moderate,0.1091,2.4,Bank,M
4854,36-45,Tier 3,Moderate,0.6234,4.1,Online,F
4855,18-25,Tier 1,Conservative,0.0059,1.3,Distributor,M
4856,18-25,Tier 2,Conservative,0.0547,6.9,Online,F
4857,55+,Tier 2,Conservative,0.3282,0.5,Distributor,F
4858,46-55,Tier 3,Moderate,0.1515,2.2,Online,M
4859,55+,Tier 1,Moderate,0.0517,4.0,Bank,M
4860,46-55,Tier 1,Conservative,1.0058,3.7,Distributor,M
4861,46-55,Tier 3,Moderate,0.2477,5.1,Online,F
4862,36-45,Tier 3,Conservative,0.2303,14.2,Direct,M
4863,18-25,Tier 2,Moderate,0.6641,10.0,Bank,M
4864,46-55,Tier 1,Conservative,0.5083,15.6,Online,M
4865,46-55,Tier 2,Moderate,1.9926,2.2,Online,M
4866,46-55,Tier 1,Conservative,1.0675,1.5,Direct,M
4867,18-25,Tier 1,Conservative,0.4843,4.1,Bank,F
4868,55+,Tier 2,Conservative,0.095,2.6,Direct,M
4869,26-35,Tier 1,Moderate,1.2792,1.0,Direct,M
4870,46-55,Tier 1,Aggressive,0.1488,0.1,Distributor,M
4871,18-25,Tier 2,Conservative,0.1999,12.9,Bank,F
4872,18-25,Tier 1,Conservative,1.0874,7.3,Direct,M
4873,55+,Tier 3,Conservative,2.6037,1.1,Online,F
4874,46-55,Tier 1,Moderate,0.1925,3.9,Distributor,F
4875,18-25,Tier 2,Aggressive,1.0506,0.3,Online,F
4876,36-45,Tier 1,Conservative,0.0128,2.1,Direct,F
4877,26-35,Tier 2,Aggressive,0.1092,1.0,Online,M
4878,26-35,Tier 1,Conservative,2.2286,0.4,Direct,M
4879,26-35,Tier 2,Moderate,0.2611,4.7,Bank,M
4880,18-25,Tier 3,Aggressive,0.474,3.0,Bank,F
4881,26-35,Tier 2,Conservative,0.2773,3.6,Distributor,M
4882,18-25,Tier 3,Conservative,0.1298,0.8,Online,F
4883,55+,Tier 1,Conservative,0.0446,9.1,Distributor,M
4884,55+,Tier 1,Conservative,1.327,0.4,Direct,M
4885,26-35,Tier 1,Aggressive,0.4895,1.7,Distributor,M
4886,26-35,Tier 3,Moderate,0.4285,0.0,Distributor,F
4887,55+,Tier 2,Conservative,0.596,10.6,Direct,M
4888,18-25,Tier 1,Moderate,0.0542,0.5,Online,M
4889,36-45,Tier 3,Conservative,0.1122,6.4,Bank,M
4890,55+,Tier 2,Aggressive,0.4457,1.9,Direct,M
4891,55+,Tier 1,Conservative,0.4701,4.1,Direct,M
4892,18-25,Tier 1,Conservative,1.1106,0.9,Distributor,M
4893,55+,Tier 1,Moderate,0.6418,1.4,Online,M
4894,18-25,Tier 3,Moderate,0.2039,4.2,Direct,F
4895,26-35,Tier 1,Moderate,0.0167,2.3,Direct,F
4896,18-25,Tier 1,Conservative,0.17,6.6,Online,M
4897,18-25,Tier 1,Aggressive,0.0051,3.0,Online,F
4898,36-45,Tier 1,Aggressive,0.7235,1.8,Online,M
4899,46-55,Tier 2,Moderate,0.0862,3.7,Direct,F
4900,55+,Tier 3,Aggressive,0.2348,2.7,Online,F
4901,18-25,Tier 1,Conservative,0.6848,8.4,Direct,M
4902,36-45,Tier 3,Aggressive,1.1743,1.0,Bank,F
4903,18-25,Tier 2,Aggressive,0.0686,2.1,Bank,F
4904,18-25,Tier 1,Aggressive,1.0309,9.1,Direct,F
4905,18-25,Tier 2,Moderate,1.3907,5.1,Direct,M
